NAME_0,NAME_1
Afghanistan,Badakhshan
Afghanistan,Badghis
Afghanistan,Baghlan
Afghanistan,Balkh
Afghanistan,Bamyan
Afghanistan,Daykundi
Afghanistan,Farah
Afghanistan,Faryab
Afghanistan,Ghazni
Afghanistan,Ghor
Afghanistan,Hilmand
Afghanistan,Hirat
Afghanistan,Jawzjan
Afghanistan,Kabul
Afghanistan,Kandahar
Afghanistan,Kapisa
Afghanistan,Khost
Afghanistan,Kunar
Afghanistan,Kunduz
Afghanistan,Laghman
Afghanistan,Logar
Afghanistan,Nangarhar
Afghanistan,Nimroz
Afghanistan,Nuristan
Afghanistan,Paktika
Afghanistan,Paktya
Afghanistan,Panjshir
Afghanistan,Parwan
Afghanistan,Samangan
Afghanistan,Sari Pul
Afghanistan,Takhar
Afghanistan,Uruzgan
Afghanistan,Wardak
Afghanistan,Zabul
Akrotiri and Dhekelia,Akrotiri
Akrotiri and Dhekelia,Dhekelia
Aksai Chin,Xinjiang Uygur
Aksai Chin,Xizang
Åland,Archipelago
Åland,Countryside
Åland,Mariehamn
Albania,Berat
Albania,Dibër
Albania,Durrës
Albania,Elbasan
Albania,Fier
Albania,Gjirokastër
Albania,Korçë
Albania,Kukës
Albania,Lezhë
Albania,Shkodër
Albania,Tiranë
Albania,Vlorë
Algeria,Adrar
Algeria,Aïn Defla
Algeria,Aïn Témouchent
Algeria,Alger
Algeria,Annaba
Algeria,Batna
Algeria,Béchar
Algeria,Béjaïa
Algeria,Biskra
Algeria,Blida
Algeria,Bordj Bou Arréridj
Algeria,Bouira
Algeria,Boumerdès
Algeria,Chlef
Algeria,Constantine
Algeria,Djelfa
Algeria,El Bayadh
Algeria,El Oued
Algeria,El Tarf
Algeria,Ghardaïa
Algeria,Guelma
Algeria,Illizi
Algeria,Jijel
Algeria,Khenchela
Algeria,Laghouat
Algeria,M'Sila
Algeria,Mascara
Algeria,Médéa
Algeria,Mila
Algeria,Mostaganem
Algeria,Naâma
Algeria,Oran
Algeria,Ouargla
Algeria,Oum el Bouaghi
Algeria,Relizane
Algeria,Saïda
Algeria,Sétif
Algeria,Sidi Bel Abbès
Algeria,Skikda
Algeria,Souk Ahras
Algeria,Tamanghasset
Algeria,Tébessa
Algeria,Tiaret
Algeria,Tindouf
Algeria,Tipaza
Algeria,Tissemsilt
Algeria,Tizi Ouzou
Algeria,Tlemcen
American Samoa,Eastern
American Samoa,Manu'a
American Samoa,Unorganized
American Samoa,Western
Andorra,Andorra la Vella
Andorra,Canillo
Andorra,Encamp
Andorra,Escaldes-Engordany
Andorra,La Massana
Andorra,Ordino
Andorra,Sant Julià de Lòria
Angola,Bengo
Angola,Benguela
Angola,Bié
Angola,Cabinda
Angola,Cuando Cubango
Angola,Cuanza Norte
Angola,Cuanza Sul
Angola,Cunene
Angola,Huambo
Angola,Huíla
Angola,Luanda
Angola,Lunda Norte
Angola,Lunda Sul
Angola,Malanje
Angola,Moxico
Angola,Namibe
Angola,Uíge
Angola,Zaire
Anguilla,Blowing Point
Anguilla,Dog Island
Anguilla,East End
Anguilla,George Hill
Anguilla,Island Harbour
Anguilla,North Hill
Anguilla,North Side
Anguilla,Pricly Pear Cays
Anguilla,Sandy Ground
Anguilla,Sandy Hill
Anguilla,Scrub Island
Anguilla,Sombrero Island
Anguilla,South Hill
Anguilla,Stoney Ground
Anguilla,The Farrington
Anguilla,The Quarter
Anguilla,The Valley
Anguilla,West End
Antarctica,
Antigua and Barbuda,Barbuda
Antigua and Barbuda,Redonda
Antigua and Barbuda,Saint George
Antigua and Barbuda,Saint John
Antigua and Barbuda,Saint Mary
Antigua and Barbuda,Saint Paul
Antigua and Barbuda,Saint Peter
Antigua and Barbuda,Saint Philip
Argentina,Buenos Aires
Argentina,Catamarca
Argentina,Chaco
Argentina,Chubut
Argentina,Ciudad de Buenos Aires
Argentina,Córdoba
Argentina,Corrientes
Argentina,Entre Ríos
Argentina,Formosa
Argentina,Jujuy
Argentina,La Pampa
Argentina,La Rioja
Argentina,Mendoza
Argentina,Misiones
Argentina,Neuquén
Argentina,Río Negro
Argentina,Salta
Argentina,San Juan
Argentina,San Luis
Argentina,Santa Cruz
Argentina,Santa Fe
Argentina,Santiago del Estero
Argentina,Tierra del Fuego
Argentina,Tucumán
Armenia,Aragatsotn
Armenia,Ararat
Armenia,Armavir
Armenia,Erevan
Armenia,Gegharkunik
Armenia,Kotayk
Armenia,Lori
Armenia,Shirak
Armenia,Syunik
Armenia,Tavush
Armenia,Vayots Dzor
Aruba,
Arunachal Pradesh,Arunachal Pradesh
Australia,Ashmore and Cartier Islands
Australia,Australian Capital Territory
Australia,Coral Sea Islands Territory
Australia,Jervis Bay Territory
Australia,New South Wales
Australia,Northern Territory
Australia,Queensland
Australia,South Australia
Australia,Tasmania
Australia,Victoria
Australia,Western Australia
Austria,Burgenland
Austria,Kärnten
Austria,Niederösterreich
Austria,Oberösterreich
Austria,Salzburg
Austria,Steiermark
Austria,Tirol
Austria,Vorarlberg
Austria,Wien
Azad Kashmir,Azad Kashmir
Azad Kashmir,Gilgit-Baltistan
Azerbaijan,Absheron
Azerbaijan,Aran
Azerbaijan,Daglig-Shirvan
Azerbaijan,Ganja-Qazakh
Azerbaijan,Kalbajar-Lachin
Azerbaijan,Lankaran
Azerbaijan,Nakhchivan
Azerbaijan,Quba-Khachmaz
Azerbaijan,Shaki-Zaqatala
Azerbaijan,Yukhari-Karabakh
Bahamas,Acklins
Bahamas,Berry Islands
Bahamas,Biminis
Bahamas,Black Point
Bahamas,Cat Island
Bahamas,Central Abaco
Bahamas,Central Andros
Bahamas,Central Eleuthera
Bahamas,City of Freeport
Bahamas,Crooked Island
Bahamas,East Grand Bahama
Bahamas,Exuma
Bahamas,Grand Cay
Bahamas,Harbour Island
Bahamas,Hope Town
Bahamas,Inagua
Bahamas,Long Island
Bahamas,Mangrove Cay
Bahamas,Mayaguana
Bahamas,Moore's Island
Bahamas,New Providence
Bahamas,North Abaco
Bahamas,North Andros
Bahamas,North Eleuthera
Bahamas,Ragged Island
Bahamas,Rum Cay
Bahamas,San Salvador
Bahamas,South Abaco
Bahamas,South Andros
Bahamas,South Eleuthera
Bahamas,Spanish Wells
Bahamas,West Grand Bahama
Bahrain,Capital
Bahrain,Muharraq
Bahrain,Northern
Bahrain,Southern
Bangladesh,Barisal
Bangladesh,Chittagong
Bangladesh,Dhaka
Bangladesh,Khulna
Bangladesh,Mymensingh
Bangladesh,Rajshahi
Bangladesh,Rangpur
Bangladesh,Sylhet
Barbados,Christ Church
Barbados,Saint Andrew
Barbados,Saint George
Barbados,Saint James
Barbados,Saint John
Barbados,Saint Joseph
Barbados,Saint Lucy
Barbados,Saint Michael
Barbados,Saint Peter
Barbados,Saint Philip
Barbados,Saint Thomas
Belarus,Brest
Belarus,Gomel
Belarus,Grodno
Belarus,Minsk
Belarus,Mogilev
Belarus,Vitebsk
Belgium,Bruxelles
Belgium,Vlaanderen
Belgium,Wallonie
Belize,Belize
Belize,Cayo
Belize,Corozal
Belize,Orange Walk
Belize,Stann Creek
Belize,Toledo
Benin,Alibori
Benin,Atakora
Benin,Atlantique
Benin,Borgou
Benin,Collines
Benin,Donga
Benin,Kouffo
Benin,Littoral
Benin,Mono
Benin,Ouémé
Benin,Plateau
Benin,Zou
Bermuda,Devonshire
Bermuda,Hamilton Municipality
Bermuda,Hamilton
Bermuda,Paget
Bermuda,Pembroke
Bermuda,Saint George's
Bermuda,Saint George municipality
Bermuda,Sandys
Bermuda,Smiths
Bermuda,Southampton
Bermuda,Warwick
Bhutan,Bumthang
Bhutan,Chhukha
Bhutan,Dagana
Bhutan,Gasa
Bhutan,Haa
Bhutan,Lhuentse
Bhutan,Monggar
Bhutan,Paro
Bhutan,Pema Gatshel
Bhutan,Punakha
Bhutan,Samdrup Jongkhar
Bhutan,Samtse
Bhutan,Sarpang
Bhutan,Thimphu
Bhutan,Trashi Yangtse
Bhutan,Trashigang
Bhutan,Trongsa
Bhutan,Tsirang
Bhutan,Wangdue Phodrang
Bhutan,Zhemgang
Bolivia,Beni
Bolivia,Chuquisaca
Bolivia,Cochabamba
Bolivia,La Paz
Bolivia,Oruro
Bolivia,Pando
Bolivia,Potosí
Bolivia,Santa Cruz
Bolivia,Tarija
"Bonaire, Sint Eustatius and Saba",Bonaire
"Bonaire, Sint Eustatius and Saba",Saba
"Bonaire, Sint Eustatius and Saba",Sint Eustatius
Bosnia and Herzegovina,Brčko
Bosnia and Herzegovina,Federacija Bosna i Hercegovina
Bosnia and Herzegovina,Repuplika Srpska
Botswana,Central
Botswana,Chobe
Botswana,Francistown
Botswana,Gaborone
Botswana,Ghanzi
Botswana,Jwaneng
Botswana,Kgalagadi
Botswana,Kgatleng
Botswana,Kweneng
Botswana,Lobatse
Botswana,North-East
Botswana,North-West
Botswana,Selibe Phikwe
Botswana,South-East
Botswana,Southern
Botswana,Sowa
Bouvet Island,
Brazil,Acre
Brazil,Alagoas
Brazil,Amapá
Brazil,Amazonas
Brazil,Bahia
Brazil,Ceará
Brazil,Distrito Federal
Brazil,Espírito Santo
Brazil,Goiás
Brazil,Maranhão
Brazil,Mato Grosso do Sul
Brazil,Mato Grosso
Brazil,Minas Gerais
Brazil,Pará
Brazil,Paraíba
Brazil,Paraná
Brazil,Pernambuco
Brazil,Piauí
Brazil,Rio de Janeiro
Brazil,Rio Grande do Norte
Brazil,Rio Grande do Sul
Brazil,Rondônia
Brazil,Roraima
Brazil,Santa Catarina
Brazil,São Paulo
Brazil,Sergipe
Brazil,Tocantins
British Indian Ocean Territory,
British Virgin Islands,Anegada
British Virgin Islands,Jost Van Dyke
British Virgin Islands,Other Islands
British Virgin Islands,Tortola
British Virgin Islands,Virgin Gorda
Brunei,Belait
Brunei,Brunei and Muara
Brunei,Temburong
Brunei,Tutong
Bulgaria,Blagoevgrad
Bulgaria,Burgas
Bulgaria,Dobrich
Bulgaria,Gabrovo
Bulgaria,Grad Sofiya
Bulgaria,Haskovo
Bulgaria,Kardzhali
Bulgaria,Kyustendil
Bulgaria,Lovech
Bulgaria,Montana
Bulgaria,Pazardzhik
Bulgaria,Pernik
Bulgaria,Pleven
Bulgaria,Plovdiv
Bulgaria,Razgrad
Bulgaria,Ruse
Bulgaria,Shumen
Bulgaria,Silistra
Bulgaria,Sliven
Bulgaria,Smolyan
Bulgaria,Sofia
Bulgaria,Stara Zagora
Bulgaria,Targovishte
Bulgaria,Varna
Bulgaria,Veliko Tarnovo
Bulgaria,Vidin
Bulgaria,Vratsa
Bulgaria,Yambol
Burkina Faso,Boucle du Mouhoun
Burkina Faso,Cascades
Burkina Faso,Centre-Est
Burkina Faso,Centre-Nord
Burkina Faso,Centre-Ouest
Burkina Faso,Centre-Sud
Burkina Faso,Centre
Burkina Faso,Est
Burkina Faso,Haut-Bassins
Burkina Faso,Nord
Burkina Faso,Plateau-Central
Burkina Faso,Sahel
Burkina Faso,Sud-Ouest
Burundi,Bubanza
Burundi,Bujumbura Mairie
Burundi,Bujumbura Rural
Burundi,Bururi
Burundi,Cankuzo
Burundi,Cibitoke
Burundi,Gitega
Burundi,Karuzi
Burundi,Kayanza
Burundi,Kirundo
Burundi,Makamba
Burundi,Muramvya
Burundi,Muyinga
Burundi,Mwaro
Burundi,Ngozi
Burundi,Rutana
Burundi,Ruyigi
Cabo Verde,Boa Vista
Cabo Verde,Brava
Cabo Verde,Maio
Cabo Verde,Mosteiros
Cabo Verde,Paúl
Cabo Verde,Porto Novo
Cabo Verde,Praia
Cabo Verde,Ribeira Brava
Cabo Verde,Ribeira Grande de Santiago
Cabo Verde,Ribeira Grande
Cabo Verde,Sal
Cabo Verde,Santa Catarina do Fogo
Cabo Verde,Santa Catarina
Cabo Verde,Santa Cruz
Cabo Verde,São Domingos
Cabo Verde,São Filipe
Cabo Verde,São Lourenço dos Órgãos
Cabo Verde,São Miguel
Cabo Verde,São Salvador do Mundo
Cabo Verde,São Vicente
Cabo Verde,Tarrafal de São Nicolau
Cabo Verde,Tarrafal
Cambodia,Bântéay Méanchey
Cambodia,Batdâmbâng
Cambodia,Kâmpóng Cham
Cambodia,Kâmpóng Chhnang
Cambodia,Kâmpóng Spœ
Cambodia,Kâmpóng Thum
Cambodia,Kâmpôt
Cambodia,Kândal
Cambodia,Kaôh Kong
Cambodia,Kep
Cambodia,Krâchéh
Cambodia,Krong Pailin
Cambodia,Krong Preah Sihanouk
Cambodia,Môndól Kiri
Cambodia,Otdar Mean Chey
Cambodia,Phnom Penh
Cambodia,Pouthisat
Cambodia,Preah Vihéar
Cambodia,Prey Vêng
Cambodia,Rôtânôkiri
Cambodia,Siemréab
Cambodia,Stœng Trêng
Cambodia,Svay Rieng
Cambodia,Takêv
Cambodia,Tbong Khmum
Cameroon,Adamaoua
Cameroon,Centre
Cameroon,Est
Cameroon,Extrême-Nord
Cameroon,Littoral
Cameroon,Nord-Ouest
Cameroon,Nord
Cameroon,Ouest
Cameroon,Sud-Ouest
Cameroon,Sud
Canada,Alberta
Canada,British Columbia
Canada,Manitoba
Canada,New Brunswick
Canada,Newfoundland and Labrador
Canada,Northwest Territories
Canada,Nova Scotia
Canada,Nunavut
Canada,Ontario
Canada,Prince Edward Island
Canada,Québec
Canada,Saskatchewan
Canada,Yukon
Caspian Sea,
Cayman Islands,Bodden Town
Cayman Islands,East End
Cayman Islands,George Town
Cayman Islands,North Side
Cayman Islands,Sister Islands
Cayman Islands,West Bay
Central African Republic,Bamingui-Bangoran
Central African Republic,Bangui
Central African Republic,Basse-Kotto
Central African Republic,Haut-Mbomou
Central African Republic,Haute-Kotto
Central African Republic,Kémo
Central African Republic,Lobaye
Central African Republic,Mambéré-Kadéï
Central African Republic,Mbomou
Central African Republic,Nana-Grébizi
Central African Republic,Nana-Mambéré
Central African Republic,Ombella-M'Poko
Central African Republic,Ouaka
Central African Republic,Ouham-Pendé
Central African Republic,Ouham
Central African Republic,Sangha-Mbaéré
Central African Republic,Vakaga
Chad,Barh el Ghazel
Chad,Batha
Chad,Borkou
Chad,Chari-Baguirmi
Chad,Ennedi Est
Chad,Ennedi Ouest
Chad,Guéra
Chad,Hadjer-Lamis
Chad,Kanem
Chad,Lac
Chad,Logone Occidental
Chad,Logone Oriental
Chad,Mandoul
Chad,Mayo-Kebbi Est
Chad,Mayo-Kebbi Ouest
Chad,Moyen-Chari
Chad,Ouaddaï
Chad,Salamat
Chad,Sila
Chad,Tandjilé
Chad,Tibesti
Chad,Ville de N'Djamena
Chad,Wadi Fira
Chile,Antofagasta
Chile,Araucanía
Chile,Arica y Parinacota
Chile,Atacama
Chile,Aysén del General Ibañez del Cam
Chile,Bío-Bío
Chile,Coquimbo
Chile,Libertador General Bernardo O'Hi
Chile,Los Lagos
Chile,Los Ríos
Chile,Magallanes y Antártica Chilena
Chile,Maule
Chile,Ñuble
Chile,Santiago Metropolitan
Chile,Tarapacá
Chile,Valparaíso
China,Anhui
China,Beijing
China,Chongqing
China,Fujian
China,Gansu
China,Guangdong
China,Guangxi
China,Guizhou
China,Hainan
China,Hebei
China,Heilongjiang
China,Henan
China,Hong Kong
China,Hubei
China,Hunan
China,Jiangsu
China,Jiangxi
China,Jilin
China,Liaoning
China,Macau
China,Nei Mongol
China,Ningxia Hui
China,Qinghai
China,Shaanxi
China,Shandong
China,Shanghai
China,Shanxi
China,Sichuan
China,Tianjin
China,Xinjiang Uygur
China,Xizang
China,Yunnan
China,Zhejiang
Christmas Island,
Clipperton Island,
Cocos Islands,
Colombia,Amazonas
Colombia,Antioquia
Colombia,Arauca
Colombia,Atlántico
Colombia,Bogotá D.C.
Colombia,Bolívar
Colombia,Boyacá
Colombia,Caldas
Colombia,Caquetá
Colombia,Casanare
Colombia,Cauca
Colombia,Cesar
Colombia,Chocó
Colombia,Córdoba
Colombia,Cundinamarca
Colombia,Guainía
Colombia,Guaviare
Colombia,Huila
Colombia,La Guajira
Colombia,Magdalena
Colombia,Meta
Colombia,Nariño
Colombia,Norte de Santander
Colombia,Putumayo
Colombia,Quindío
Colombia,Risaralda
Colombia,San Andrés y Providencia
Colombia,Santander
Colombia,Sucre
Colombia,Tolima
Colombia,Valle del Cauca
Colombia,Vaupés
Colombia,Vichada
Comoros,Mwali
Comoros,Njazídja
Comoros,Nzwani
Cook Islands,Aitutaki
Cook Islands,Atiu
Cook Islands,Mangaia
Cook Islands,Manihiki
Cook Islands,Mauke
Cook Islands,Mitiaro
Cook Islands,Palmerston
Cook Islands,Penhryn
Cook Islands,Pukapuka
Cook Islands,Rakahanga
Cook Islands,Rarotonga
Costa Rica,Alajuela
Costa Rica,Cartago
Costa Rica,Guanacaste
Costa Rica,Heredia
Costa Rica,Limón
Costa Rica,Puntarenas
Costa Rica,San José
Côte d'Ivoire,Abidjan
Côte d'Ivoire,Bas-Sassandra
Côte d'Ivoire,Comoé
Côte d'Ivoire,Denguélé
Côte d'Ivoire,Gôh-Djiboua
Côte d'Ivoire,Lacs
Côte d'Ivoire,Lagunes
Côte d'Ivoire,Montagnes
Côte d'Ivoire,Sassandra-Marahoué
Côte d'Ivoire,Savanes
Côte d'Ivoire,Vallée du Bandama
Côte d'Ivoire,Woroba
Côte d'Ivoire,Yamoussoukro
Côte d'Ivoire,Zanzan
Croatia,Bjelovarska-Bilogorska
Croatia,Brodsko-Posavska
Croatia,Dubrovacko-Neretvanska
Croatia,Grad Zagreb
Croatia,Istarska
Croatia,Karlovacka
Croatia,Koprivničko-Križevačka
Croatia,Krapinsko-Zagorska
Croatia,Licko-Senjska
Croatia,Medimurska
Croatia,Osjecko-Baranjska
Croatia,Požeško-Slavonska
Croatia,Primorsko-Goranska
Croatia,Šibensko-Kninska
Croatia,Sisacko-Moslavacka
Croatia,Splitsko-Dalmatinska
Croatia,Varaždinska
Croatia,Viroviticko-Podravska
Croatia,Vukovarsko-Srijemska
Croatia,Zadarska
Croatia,Zagrebačka
Cuba,Camagüey
Cuba,Ciego de Ávila
Cuba,Cienfuegos
Cuba,Ciudad de la Habana
Cuba,Granma
Cuba,Guantánamo
Cuba,Holguín
Cuba,Isla de la Juventud
Cuba,La Habana
Cuba,Las Tunas
Cuba,Matanzas
Cuba,Mayabeque
Cuba,Pinar del Río
Cuba,Sancti Spíritus
Cuba,Santiago de Cuba
Cuba,Villa Clara
Curaçao,
Cyprus,Famagusta
Cyprus,Larnaca
Cyprus,Limassol
Cyprus,Nicosia
Cyprus,Paphos
Czechia,Jihočeský
Czechia,Jihomoravský
Czechia,Karlovarský
Czechia,Kraj Vysočina
Czechia,Královéhradecký
Czechia,Liberecký
Czechia,Moravskoslezský
Czechia,Olomoucký
Czechia,Pardubický
Czechia,Plzeňský
Czechia,Prague
Czechia,Středočeský
Czechia,Ústecký
Czechia,Zlínský
Democratic Republic of the Congo,Bas-Uele
Democratic Republic of the Congo,Équateur
Democratic Republic of the Congo,Haut-Katanga
Democratic Republic of the Congo,Haut-Lomami
Democratic Republic of the Congo,Haut-Uele
Democratic Republic of the Congo,Ituri
Democratic Republic of the Congo,Kasaï-Central
Democratic Republic of the Congo,Kasaï-Oriental
Democratic Republic of the Congo,Kasaï
Democratic Republic of the Congo,Kinshasa
Democratic Republic of the Congo,Kongo-Central
Democratic Republic of the Congo,Kwango
Democratic Republic of the Congo,Kwilu
Democratic Republic of the Congo,Lomami
Democratic Republic of the Congo,Lualaba
Democratic Republic of the Congo,Mai-Ndombe
Democratic Republic of the Congo,Maniema
Democratic Republic of the Congo,Mongala
Democratic Republic of the Congo,Nord-Kivu
Democratic Republic of the Congo,Nord-Ubangi
Democratic Republic of the Congo,Sankuru
Democratic Republic of the Congo,Sud-Kivu
Democratic Republic of the Congo,Sud-Ubangi
Democratic Republic of the Congo,Tanganyika
Democratic Republic of the Congo,Tshopo
Democratic Republic of the Congo,Tshuapa
Denmark,Hovedstaden
Denmark,Midtjylland
Denmark,Nordjylland
Denmark,Sjælland
Denmark,Syddanmark
Djibouti,Ali Sabieh
Djibouti,Arta
Djibouti,Dikhil
Djibouti,Djiboutii
Djibouti,Obock
Djibouti,Tadjoura
Dominica,Saint Andrew
Dominica,Saint David
Dominica,Saint George
Dominica,Saint John
Dominica,Saint Joseph
Dominica,Saint Luke
Dominica,Saint Mark
Dominica,Saint Patrick
Dominica,Saint Paul
Dominica,Saint Peter
Dominican Republic,Azua
Dominican Republic,Bahoruco
Dominican Republic,Barahona
Dominican Republic,Dajabón
Dominican Republic,Distrito Nacional
Dominican Republic,Duarte
Dominican Republic,El Seybo
Dominican Republic,Espaillat
Dominican Republic,Hato Mayor
Dominican Republic,Independencia
Dominican Republic,La Altagracia
Dominican Republic,La Estrelleta
Dominican Republic,La Romana
Dominican Republic,La Vega
Dominican Republic,María Trinidad Sánchez
Dominican Republic,Monseñor Nouel
Dominican Republic,Monte Cristi
Dominican Republic,Monte Plata
Dominican Republic,Pedernales
Dominican Republic,Peravia
Dominican Republic,Puerto Plata
Dominican Republic,Salcedo
Dominican Republic,Samaná
Dominican Republic,San Cristóbal
Dominican Republic,San José de Ocoa
Dominican Republic,San Juan
Dominican Republic,San Pedro de Macorís
Dominican Republic,Sánchez Ramírez
Dominican Republic,Santiago Rodríguez
Dominican Republic,Santiago
Dominican Republic,Santo Domingo
Dominican Republic,Valverde
Ecuador,Azuay
Ecuador,Bolivar
Ecuador,Cañar
Ecuador,Carchi
Ecuador,Chimborazo
Ecuador,Cotopaxi
Ecuador,El Oro
Ecuador,Esmeraldas
Ecuador,Galápagos
Ecuador,Guayas
Ecuador,Imbabura
Ecuador,Loja
Ecuador,Los Rios
Ecuador,Manabi
Ecuador,Morona Santiago
Ecuador,Napo
Ecuador,Orellana
Ecuador,Pastaza
Ecuador,Pichincha
Ecuador,Santa Elena
Ecuador,Santo Domingo de los Tsachilas
Ecuador,Sucumbios
Ecuador,Tungurahua
Ecuador,Zamora Chinchipe
Egypt,Ad Daqahliyah
Egypt,Al Bahr al Ahmar
Egypt,Al Buhayrah
Egypt,Al Fayyum
Egypt,Al Gharbiyah
Egypt,Al Iskandariyah
Egypt,Al Isma`iliyah
Egypt,Al Jizah
Egypt,Al Minufiyah
